userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
5754: (492,0.7632285952568054) (1057,0.6846680641174316) (45,0.682806134223938) (373,0.6432415246963501) (1186,0.6082592606544495) (319,0.5951924324035645) (272,0.5899428129196167) (1476,0.5470927953720093) (994,0.5350714325904846) (1633,0.5339059233665466) (764,0.5317509174346924) (1189,0.4996320605278015) (3281,0.49832093715667725) (372,0.49810463190078735) (1643,0.49129071831703186) (2687,0.4907115399837494) (708,0.4888989329338074) (851,0.4872298836708069) (1480,0.48192599415779114) (2165,0.4763481318950653)
5755: (373,0.6112070083618164) (488,0.5814961791038513) (45,0.5784459114074707) (492,0.5685049295425415) (272,0.5605714917182922) (3676,0.5577473044395447) (1038,0.5533773303031921) (3281,0.5322736501693726) (1486,0.532210111618042) (716,0.5268985629081726) (561,0.5177130699157715) (1057,0.517254650592804) (2124,0.5130593776702881) (1366,0.5105912089347839) (528,0.5086362361907959) (3331,0.5010263323783875) (2110,0.49176865816116333) (3706,0.4907461106777191) (3725,0.4907342195510864) (1910,0.49038663506507874)
5756: (2687,0.6813536882400513) (3453,0.510547935962677) (2485,0.5048555731773376) (708,0.5038377046585083) (276,0.4874449670314789) (1125,0.48734250664711) (920,0.4848581552505493) (3784,0.482178658246994) (1848,0.4786699116230011) (3157,0.4760556221008301) (2987,0.47411173582077026) (1654,0.472091406583786) (3594,0.4711505174636841) (2294,0.47000157833099365) (2294,0.47000157833099365) (2690,0.46740132570266724) (1593,0.46188822388648987) (3466,0.45983317494392395) (2598,0.4585093855857849) (2297,0.4569728970527649)
5757: (1217,0.510438859462738) (1945,0.5066719651222229) (318,0.47915613651275635) (921,0.478678822517395) (858,0.4714464247226715)* (541,0.4673033058643341)* (3104,0.4655810296535492) (1221,0.45812952518463135)* (593,0.45812466740608215) (908,0.4542481601238251)* (2132,0.4540438950061798) (969,0.44630518555641174) (1162,0.44293925166130066) (3814,0.43870067596435547) (2687,0.4364253878593445) (1104,0.4263300597667694) (2762,0.4233100414276123) (1219,0.42275992035865784)* (1387,0.4208759665489197) (2303,0.4180861711502075)
5758: (1125,0.4824810326099396) (2110,0.45254722237586975) (915,0.41304031014442444) (1925,0.3984321355819702) (921,0.38995814323425293) (2687,0.37875527143478394) (2124,0.37204837799072266) (2132,0.3647818863391876) (2202,0.35502272844314575) (1931,0.35409870743751526) (3368,0.34087827801704407) (1162,0.3407911956310272) (948,0.33904173970222473) (946,0.33526742458343506) (3035,0.33461326360702515) (971,0.3322848975658417) (976,0.3250896632671356) (1940,0.3247501850128174) (2946,0.3242759108543396) (1103,0.32095766067504883)
5759: (492,0.5271852016448975) (1186,0.5216466784477234)* (1057,0.5155234336853027) (261,0.45554932951927185) (2110,0.4501554071903229) (1125,0.444656640291214) (708,0.42337313294410706) (1633,0.41707438230514526) (2132,0.3992980718612671) (915,0.3964875340461731) (2687,0.3877255320549011) (2245,0.37841543555259705) (1476,0.35467320680618286) (921,0.3520945906639099) (1124,0.3514285981655121) (2294,0.3482002317905426) (2294,0.3482002317905426) (1131,0.34700775146484375) (1132,0.33950576186180115) (764,0.3327271640300751)
5760: (1870,0.6842365264892578) (3050,0.6837568283081055) (2504,0.6764959096908569) (2165,0.6752843856811523) (424,0.6653550863265991) (697,0.6644616723060608) (2317,0.6575043797492981) (999,0.6571102738380432) (1476,0.6567553877830505) (988,0.6563170552253723) (3502,0.6553824543952942) (1902,0.6394632458686829) (2292,0.6382465362548828) (984,0.637875497341156) (813,0.6341379880905151) (1114,0.6340228319168091) (1648,0.6273319721221924) (877,0.62388676404953) (489,0.621380627155304) (278,0.6173461675643921)
5761: (1125,0.7988730669021606) (492,0.7575616836547852)* (2110,0.737417995929718) (1186,0.6770983338356018) (2065,0.6065688133239746) (915,0.5899193286895752) (921,0.5780003070831299) (984,0.5561037659645081) (278,0.552972137928009) (429,0.5389478206634521) (157,0.5311267971992493) (2342,0.5111360549926758) (1057,0.5111086964607239) (708,0.5096191763877869) (3608,0.5012367367744446) (700,0.49608877301216125) (1476,0.4934617877006531) (1701,0.49275216460227966) (2870,0.48873794078826904) (2687,0.48746418952941895)
5762: (1125,0.653582751750946) (261,0.5998203754425049) (2110,0.5759575963020325) (1022,0.5631424784660339) (2124,0.561008632183075) (708,0.5510145425796509) (1057,0.5152848362922668) (2870,0.497252494096756) (917,0.4839405417442322) (1654,0.46350619196891785) (2294,0.45202845335006714)* (2294,0.45202845335006714)* (2141,0.4494225084781647) (492,0.4489445984363556) (915,0.4288485050201416) (107,0.4246844947338104) (1290,0.42316511273384094) (2031,0.42261433601379395) (837,0.4181864261627197) (921,0.4181140065193176)
5763: (492,0.5806275606155396) (2110,0.5050287842750549) (1057,0.48585832118988037) (373,0.47635090351104736) (915,0.45896121859550476) (2065,0.45124897360801697)* (921,0.4380159378051758)* (1162,0.42672717571258545) (1238,0.4262244999408722) (1038,0.4201103448867798) (1963,0.41382288932800293) (1131,0.40913060307502747) (2687,0.40768203139305115) (948,0.3934198319911957) (3011,0.3885604739189148) (319,0.385229229927063) (1184,0.3847137987613678) (2729,0.38077494502067566) (1132,0.38045716285705566) (1305,0.37861084938049316)
5764: (492,0.46148303151130676) (921,0.4568186104297638) (3088,0.43479716777801514) (2687,0.4069213569164276) (1238,0.40651577711105347) (935,0.40408891439437866) (1963,0.3997924327850342) (1125,0.3855592906475067) (1934,0.384570449590683) (2065,0.38359031081199646) (1067,0.38193079829216003) (1940,0.37812137603759766) (261,0.3772584795951843) (2132,0.37288156151771545) (3061,0.3698643445968628) (946,0.3688506484031677) (2303,0.36342525482177734) (927,0.3613741099834442) (708,0.36129897832870483) (948,0.3604171574115753)
5765: (1573,0.5441996455192566) (2989,0.5315520763397217) (2687,0.5109390616416931) (1476,0.49788516759872437) (2450,0.49460697174072266) (3000,0.4755403995513916) (2124,0.4697205126285553) (3770,0.4694712460041046) (504,0.46243447065353394) (163,0.4583263695240021) (353,0.4575801491737366) (1377,0.45544660091400146) (303,0.45543619990348816) (1297,0.45277443528175354) (2294,0.4495706260204315) (2294,0.4495706260204315) (1261,0.44750532507896423) (3701,0.4449695944786072) (442,0.4427023231983185) (2901,0.43995609879493713)
5766: (2197,0.7757077217102051) (1870,0.6973438858985901) (3050,0.6816600561141968) (3325,0.6499103903770447) (489,0.6460037231445312) (114,0.6422299742698669) (1475,0.6386617422103882) (294,0.6359801292419434) (2432,0.6193618774414062) (118,0.618042528629303) (1612,0.6149687170982361) (3125,0.6074747443199158) (261,0.6003477573394775) (3183,0.5948736071586609) (3299,0.5936554670333862) (2443,0.5791563391685486) (813,0.5724904537200928) (1668,0.5691822171211243) (1735,0.568991482257843) (2996,0.5680391192436218)
5767: (2120,0.7294273376464844) (3660,0.6970371007919312) (2513,0.6953219175338745)* (2124,0.6836329698562622) (1996,0.661943256855011) (2687,0.6618250608444214) (2148,0.6580180525779724) (1982,0.6578096151351929) (3837,0.6460243463516235) (2119,0.6432996988296509)* (3840,0.6370031833648682) (532,0.6359483599662781) (1327,0.6339351534843445) (2097,0.6288809180259705) (2717,0.6275126934051514) (188,0.6221420764923096) (3017,0.6198132038116455) (1476,0.6190389394760132) (1756,0.6133447885513306) (3694,0.6127285957336426)
5768: (1177,0.6695635914802551) (1186,0.6442720890045166) (116,0.6278737783432007) (272,0.6051229238510132) (1131,0.6004811525344849) (1132,0.5736127495765686) (1417,0.5735095739364624) (261,0.5728582143783569) (3112,0.5726240277290344) (2065,0.5673942565917969)* (2132,0.5631299018859863) (1733,0.5587561130523682) (492,0.5519521832466125) (1650,0.5469753742218018) (1455,0.545111358165741) (452,0.5426943302154541) (2417,0.5415136814117432) (948,0.5377881526947021) (2415,0.5273584723472595) (2345,0.5260654091835022)
5769: (373,0.5213730931282043) (1189,0.4924071729183197) (45,0.48663994669914246) (2110,0.4732357859611511) (2858,0.4682738184928894)* (1186,0.4668157994747162) (3706,0.4588824212551117) (319,0.4354749023914337) (492,0.42874741554260254) (3814,0.4224483072757721) (2687,0.4198648929595947) (3679,0.41350457072257996) (1173,0.40129727125167847) (1217,0.3997822701931) (3952,0.3982332646846771) (3091,0.39604973793029785) (318,0.3945545554161072) (3676,0.3934951424598694) (2132,0.3891203701496124) (1245,0.38502728939056396)
5770: (1186,0.5831053256988525) (2132,0.5812797546386719) (921,0.5113024711608887) (373,0.49402377009391785) (492,0.4845140278339386) (994,0.4826189875602722) (1132,0.46614664793014526) (1057,0.4452674090862274) (1643,0.4407866299152374) (1184,0.43236202001571655) (1633,0.4304232597351074) (1096,0.4300365149974823) (1125,0.42710205912590027) (2283,0.4192989468574524) (2065,0.41438716650009155) (272,0.41146811842918396) (1082,0.3995591700077057) (45,0.3953312933444977) (2110,0.3924345374107361) (1131,0.3916550874710083)
5771: (1125,0.5779849290847778)* (2687,0.565916895866394) (2124,0.5545868873596191) (2110,0.5413777828216553) (3040,0.44645124673843384) (1297,0.4228481948375702) (2870,0.4000507593154907) (2747,0.39931735396385193) (2294,0.39856255054473877) (2294,0.39856255054473877) (2414,0.3885663151741028) (1848,0.38414454460144043) (1029,0.37406277656555176) (2989,0.36945557594299316) (708,0.3624056279659271) (2796,0.3623591363430023) (107,0.3580981492996216) (1017,0.3572072684764862) (2144,0.35652241110801697) (3701,0.35275179147720337)
5772: (3285,0.7280794382095337) (2858,0.7126842141151428) (2975,0.6768249273300171) (3408,0.6726083755493164) (3408,0.6726083755493164) (3784,0.6618058085441589) (3453,0.6469977498054504) (2996,0.6441203355789185) (3753,0.6403383612632751) (2546,0.6402485370635986) (3578,0.6378602981567383) (3579,0.6351959109306335) (3326,0.621431291103363) (3183,0.6174030303955078) (2762,0.6081905364990234) (2605,0.5996356010437012) (3316,0.5924767255783081) (294,0.592036247253418) (2443,0.5887627601623535) (2906,0.5830716490745544)
5774: (318,0.5818318128585815) (2762,0.5393591523170471) (2028,0.48554152250289917)* (858,0.4762377142906189) (2687,0.47342342138290405) (1242,0.4505225718021393) (920,0.43772831559181213) (3360,0.4164680540561676) (1196,0.4144163727760315) (1617,0.4129258096218109) (1387,0.40729233622550964) (2571,0.40586525201797485) (1246,0.4038008451461792) (2501,0.39586329460144043) (150,0.3872809410095215) (1208,0.3813440203666687)* (1221,0.38098862767219543) (2804,0.3786337375640869) (2804,0.3786337375640869) (2294,0.376555860042572)
5775: (1186,0.7822333574295044) (1476,0.7162057757377625) (45,0.6951724290847778) (2110,0.6663827300071716) (708,0.6629472374916077) (373,0.6279603242874146) (372,0.6162929534912109) (1633,0.5812274217605591) (261,0.5788455605506897) (272,0.5779660940170288) (2687,0.5779517889022827) (1643,0.5718204975128174) (2065,0.5678699612617493) (2124,0.5675106048583984) (1184,0.5594255328178406) (2132,0.5338764786720276) (915,0.533856213092804) (1132,0.5326889157295227) (1120,0.5287403464317322) (2858,0.5165450572967529)
5776: (2858,0.5580379366874695)* (1573,0.5069776773452759) (2959,0.4417063295841217)* (2628,0.4255931079387665) (1476,0.4251130223274231) (1480,0.41905754804611206) (1387,0.4146319627761841) (3952,0.4136185944080353) (3863,0.4046258330345154) (2288,0.4034952223300934) (260,0.40326476097106934)* (3785,0.4028427302837372) (163,0.40043362975120544) (1291,0.40020257234573364) (3770,0.3981756567955017) (2366,0.3975422978401184) (293,0.39167582988739014) (2989,0.38980764150619507) (2993,0.38734734058380127) (3624,0.3868371546268463)
5777: (1189,0.5084170699119568) (1945,0.488608181476593)* (3091,0.4829491376876831) (593,0.4814643859863281)* (1217,0.47616395354270935) (3338,0.4737524092197418) (2762,0.4583742618560791)* (3706,0.45517799258232117) (969,0.4418906569480896) (2132,0.4388224184513092) (373,0.43545839190483093) (3634,0.4347793757915497) (3035,0.43002641201019287) (2303,0.4236528277397156) (1162,0.41955533623695374) (921,0.41935133934020996) (1179,0.41364097595214844) (246,0.41225335001945496) (1242,0.41023945808410645) (1209,0.4097924530506134)
5778: (2021,0.5618306994438171) (2009,0.5493078827857971) (1374,0.5171402096748352)* (2554,0.511722981929779) (1434,0.5089110732078552) (1334,0.5019340515136719) (2628,0.492502897977829) (3701,0.48832255601882935) (3344,0.4880925714969635) (1019,0.4871513843536377) (2232,0.4839153289794922) (2528,0.47095662355422974) (3702,0.4705691933631897) (3627,0.46998950839042664) (2366,0.4667570888996124) (2363,0.4665497839450836) (1909,0.46465346217155457) (2459,0.4631250202655792) (3659,0.4610980451107025) (748,0.45765551924705505)
5779: (492,0.8437432646751404) (1186,0.76835036277771) (1476,0.7598316669464111) (45,0.7403975129127502) (373,0.6991832256317139) (2110,0.6916574835777283) (1125,0.6391251087188721) (272,0.5883251428604126) (2124,0.5852270722389221) (708,0.5772271752357483) (1120,0.5699144601821899) (3706,0.546220064163208) (1184,0.5265524387359619) (1297,0.5255836248397827) (2745,0.5226591229438782) (2687,0.516424834728241) (921,0.5159652233123779) (2065,0.5136258602142334) (1096,0.5121722221374512) (3261,0.5075783729553223)
5780: (1459,0.7123925685882568) (1762,0.6653988361358643) (2561,0.6599476337432861) (2748,0.6503906846046448) (2974,0.6459353566169739) (2120,0.6357174515724182) (1488,0.6301583051681519) (3063,0.6261125802993774) (394,0.6204608678817749) (1627,0.6194965839385986) (424,0.6169098615646362) (191,0.6086684465408325) (762,0.6043736338615417) (1515,0.6013020873069763) (3026,0.5994943380355835) (1476,0.5947223901748657)* (479,0.5930504202842712) (2522,0.5923511385917664) (1427,0.5879534482955933) (1647,0.5865169763565063)
5781: (2858,0.6531574726104736) (1186,0.5446634888648987) (318,0.49919989705085754) (492,0.48218992352485657) (233,0.47695082426071167) (2687,0.4736281931400299) (2997,0.46432286500930786) (2690,0.46264755725860596) (3556,0.462415486574173) (3160,0.4538382291793823) (272,0.4485396444797516) (2065,0.44586116075515747) (2759,0.44535404443740845) (3185,0.44005346298217773) (3952,0.43954354524612427) (1096,0.438293993473053) (2492,0.4381183981895447) (223,0.43728798627853394) (3783,0.43704015016555786) (2630,0.4362683594226837)
5782: (1125,0.5032950043678284) (2110,0.449672669172287) (2687,0.44182512164115906) (708,0.4255732297897339) (261,0.40984272956848145) (2297,0.4065822660923004) (2124,0.3977966904640198) (2469,0.389370858669281) (2245,0.3858686685562134) (2497,0.36999383568763733) (2779,0.3636445105075836) (276,0.3596729040145874) (1057,0.3594660758972168) (3436,0.3566546142101288) (3040,0.3551105558872223) (1958,0.3525574505329132) (289,0.34812629222869873) (2114,0.3465672433376312) (2141,0.3439238667488098) (2294,0.34310221672058105)
5783: (289,0.6736878156661987) (708,0.6347041130065918) (1593,0.6046468019485474) (3436,0.5687015652656555) (2297,0.5671551823616028) (2497,0.554306149482727) (1409,0.5494561195373535) (237,0.5450636148452759)* (830,0.5233120322227478) (2432,0.5219852924346924) (140,0.5217025279998779) (2506,0.5175170302391052) (2687,0.5095720887184143) (5,0.5012229084968567) (1363,0.4995558261871338) (3502,0.49796363711357117) (1398,0.49755018949508667) (261,0.49743688106536865) (2913,0.4952094554901123) (1821,0.48589444160461426)
5784: (3285,0.8741406202316284) (2485,0.8567931652069092) (3453,0.8305221199989319) (2694,0.8136365413665771) (3752,0.7902570962905884) (2858,0.7645139098167419) (2979,0.7465965747833252) (2598,0.7448216676712036) (2907,0.7203478217124939) (2714,0.7192732691764832) (3180,0.7157007455825806) (2605,0.7140361666679382)* (3597,0.7065566182136536) (2840,0.702937126159668) (2188,0.6970404982566833) (3511,0.6948214769363403) (2716,0.694571316242218)* (2491,0.6922682523727417) (2392,0.690300703048706) (2706,0.6901863813400269)*
5785: (1476,0.6572095155715942) (708,0.6335325241088867) (1057,0.6123246550559998) (492,0.580400824546814) (2687,0.5726236701011658) (45,0.5483145713806152) (372,0.5455629825592041) (2294,0.540458619594574) (2294,0.540458619594574) (261,0.5217329263687134) (527,0.5173249840736389) (527,0.5173249840736389) (2297,0.486025869846344) (3105,0.4834853708744049) (3105,0.4834853708744049) (3252,0.4772299826145172)* (2124,0.47651922702789307) (225,0.4742867052555084) (1480,0.46688950061798096) (305,0.459455668926239)
5786: (1057,0.7279074788093567) (1186,0.689516544342041) (45,0.6682226657867432) (1476,0.6517893075942993) (1125,0.6246311664581299) (708,0.6014054417610168) (2687,0.5836650133132935) (2110,0.5803325772285461) (272,0.5690256357192993) (373,0.568220853805542) (372,0.5607602000236511)* (2124,0.5403321385383606) (1184,0.513888418674469) (2294,0.5050005316734314) (2294,0.5050005316734314) (261,0.5021401047706604) (1096,0.5020282864570618) (319,0.49482741951942444) (2065,0.4893956780433655) (921,0.4880804419517517)
5787: (1125,0.4589325487613678) (915,0.4580558240413666) (2110,0.44700273871421814) (2687,0.4254050850868225) (492,0.40961652994155884) (1186,0.4095912277698517) (2124,0.381499707698822) (1963,0.36930543184280396) (2870,0.36505788564682007) (2065,0.3553798198699951) (948,0.34408336877822876) (1189,0.3402431905269623) (2747,0.33712300658226013) (1217,0.3333495855331421) (2132,0.3319070637226105) (1057,0.3285621404647827) (3546,0.32654324173927307) (1096,0.3235852122306824) (1934,0.32281503081321716) (2303,0.3187463581562042)
5788: (2124,0.8084625005722046) (1476,0.7629430294036865) (2687,0.7041831612586975) (532,0.685324490070343) (735,0.684526264667511) (3040,0.6765350103378296) (1297,0.6754893064498901) (2110,0.6505464315414429) (3840,0.6480955481529236) (528,0.6391419172286987) (716,0.6386070251464844) (3692,0.6342167854309082) (3837,0.6305448412895203) (3694,0.6146870851516724) (2294,0.6130563020706177) (2294,0.6130563020706177) (3847,0.5922617316246033) (561,0.5904844403266907) (3693,0.5891671776771545) (492,0.5817004442214966)
5790: (318,0.6652264595031738) (921,0.5916864275932312) (858,0.5683717131614685) (1125,0.5591484904289246) (492,0.5511981248855591) (1387,0.5269591808319092) (1242,0.5264216065406799) (593,0.5124925374984741) (1945,0.509173572063446) (2687,0.5059732794761658) (1186,0.5017174482345581) (920,0.5004229545593262) (615,0.4999895393848419) (2871,0.49627000093460083) (1208,0.4922321140766144) (3360,0.48863786458969116) (356,0.48764896392822266) (3135,0.4842902719974518) (2132,0.48387810587882996) (1234,0.4799208343029022)
5791: (2687,0.6711750030517578) (2997,0.6573283076286316)* (2759,0.6561310887336731) (3556,0.6479835510253906) (2959,0.6430176496505737) (3618,0.6156830787658691) (3543,0.609129786491394) (3752,0.6041053533554077) (1217,0.6019915342330933) (3786,0.5989654064178467) (2336,0.5935652256011963) (233,0.5847679376602173) (921,0.5774479508399963) (3174,0.5752771496772766) (2718,0.5675879120826721) (1673,0.5669288039207458) (3318,0.5638469457626343) (235,0.5621532201766968) (3783,0.5607802271842957) (45,0.5584297776222229)
5792: (45,0.763809323310852) (319,0.74212646484375) (373,0.7268155217170715) (1057,0.7042093276977539) (1563,0.6966617703437805) (851,0.6771391034126282) (1476,0.6617451906204224) (764,0.6590969562530518) (492,0.6572763919830322) (187,0.6407293677330017) (1759,0.6311591267585754) (1633,0.6306831240653992) (3281,0.599851667881012) (999,0.5989683866500854) (877,0.5912429094314575) (2579,0.583068311214447) (272,0.5779512524604797) (372,0.5703775882720947) (1910,0.5683829188346863) (1870,0.5651735067367554)
5793: (1217,0.4915509521961212) (2132,0.45896103978157043) (2287,0.4517737030982971) (2202,0.4487595856189728) (1104,0.44165945053100586) (1284,0.4277836084365845) (2727,0.42388325929641724) (3936,0.4200948178768158) (3095,0.41803690791130066) (1232,0.41767579317092896) (2554,0.4097050428390503) (3647,0.4023642838001251) (1212,0.40190985798835754) (2939,0.3942415118217468) (3435,0.3862588107585907) (1162,0.383259654045105) (1925,0.38204658031463623) (1252,0.38166454434394836) (3365,0.37828439474105835) (1189,0.3780810236930847)
5794: (2124,0.9500229954719543) (708,0.9163413047790527) (2110,0.8091307878494263) (2687,0.7930135130882263) (492,0.7836253643035889) (2297,0.7765123248100281) (921,0.7268557548522949)* (1057,0.7047727704048157) (1186,0.6966213583946228) (1848,0.6921829581260681) (2065,0.6889821290969849) (489,0.6651220917701721) (372,0.651526153087616) (528,0.6467679738998413) (289,0.6456316709518433) (1963,0.64430832862854) (2913,0.6435784697532654) (107,0.642490804195404) (2717,0.6412733793258667) (1593,0.6412551999092102)
5795: (1057,0.4409133791923523) (2124,0.42274656891822815) (1633,0.38380861282348633) (1643,0.383265882730484) (1096,0.3813513517379761) (45,0.38000065088272095)* (272,0.37984079122543335) (2065,0.37833288311958313) (528,0.3774700462818146) (373,0.37629684805870056) (532,0.3661014139652252) (915,0.3648242950439453) (2687,0.36361438035964966) (1366,0.35357534885406494) (2745,0.352771133184433) (2297,0.3490908741950989) (999,0.34771063923835754) (2870,0.3448898494243622) (1486,0.3442118763923645) (2132,0.3418528735637665)*
5796: (1125,0.7145587205886841) (2687,0.7008215188980103) (492,0.6570931077003479) (3594,0.6000149846076965) (3325,0.5934060215950012) (708,0.5928082466125488) (2718,0.5927003026008606) (1612,0.583023190498352) (2759,0.5818649530410767) (2124,0.5774405002593994) (489,0.5755454897880554) (2712,0.5619717836380005) (3554,0.5569059252738953) (2144,0.5549749732017517) (2690,0.5485082864761353) (2858,0.5473294258117676) (2294,0.5470020771026611) (2294,0.5470020771026611) (1476,0.5468906760215759) (187,0.5466116666793823)
5797: (3219,0.6206337213516235) (2901,0.5971802473068237) (3344,0.5861853361129761) (2188,0.5524360537528992) (3556,0.5463318228721619) (2759,0.5409111380577087) (3157,0.5342888236045837) (3790,0.5339998006820679) (1982,0.5310463905334473) (3783,0.5305253863334656) (3786,0.5274153351783752) (3318,0.5269492268562317) (3566,0.525978147983551) (3562,0.5242867469787598) (2607,0.5205097794532776) (2492,0.5198713541030884) (2900,0.5107492208480835) (3568,0.510743260383606) (2232,0.5096928477287292) (3892,0.5062039494514465)
5798: (1125,0.7010577917098999) (2110,0.5893109440803528) (921,0.5740936994552612) (492,0.56033855676651) (1186,0.5127606391906738) (2687,0.5011749267578125) (915,0.4724741280078888) (1297,0.41773656010627747) (1238,0.41644287109375) (2065,0.4151146113872528) (1057,0.41151246428489685) (2124,0.40550997853279114) (708,0.4053087532520294) (2294,0.4021283984184265) (2294,0.4021283984184265) (2870,0.3916493356227875) (2245,0.380740761756897) (45,0.3718036115169525) (3040,0.3674972653388977) (3814,0.3647090494632721)
5799: (527,0.6637192368507385) (527,0.6637192368507385) (2858,0.6554714441299438) (260,0.61741042137146) (318,0.6087652444839478) (2571,0.5844722390174866) (2158,0.5626853704452515) (908,0.5557042360305786) (1242,0.5463478565216064) (110,0.5376614332199097) (2028,0.5361631512641907) (858,0.5318822264671326) (2687,0.5276053547859192) (735,0.523379385471344) (1673,0.5206694006919861) (2901,0.5175248384475708) (1219,0.515394926071167)* (392,0.5116652250289917) (1232,0.5027327537536621) (1387,0.498972624540329)
5801: (1573,0.48607146739959717) (1480,0.4712792634963989) (1476,0.45945674180984497) (45,0.45037269592285156) (2009,0.4389331638813019) (1627,0.43595293164253235) (3219,0.43526801466941833) (527,0.43414774537086487)* (527,0.43414774537086487)* (2687,0.43165042996406555) (2901,0.43143409490585327) (187,0.42939314246177673) (373,0.4240701198577881) (3578,0.423587441444397) (319,0.420165091753006) (1127,0.4194469451904297)* (1982,0.418731153011322) (999,0.4184570610523224) (2959,0.41757211089134216)* (356,0.4154406785964966)*
5802: (1189,0.840999960899353) (3091,0.7349563837051392) (2132,0.7230318188667297) (1217,0.7005187273025513) (2285,0.69869464635849) (2970,0.69782954454422) (3075,0.6791811585426331) (3223,0.6753291487693787) (2727,0.6599536538124084) (3679,0.6598556637763977) (681,0.6562262773513794) (659,0.6558420062065125) (1162,0.6499066948890686) (2202,0.6493486166000366) (3647,0.6450068950653076) (854,0.6422219276428223) (3281,0.6393492221832275) (373,0.6376519203186035) (556,0.6373748779296875) (2729,0.6318665146827698)
5803: (1476,0.6346380710601807) (2858,0.6022309064865112)* (2700,0.5798224210739136) (663,0.5449510812759399) (2712,0.5159183740615845) (1405,0.49430766701698303) (235,0.4762112498283386) (2759,0.47483333945274353) (3752,0.47152408957481384) (2507,0.4712730050086975) (3556,0.46701502799987793) (3785,0.4650523364543915) (1261,0.4644835591316223) (3174,0.46174687147140503) (3276,0.4601297974586487) (429,0.4513664245605469) (2718,0.4473884403705597) (2959,0.44671010971069336) (180,0.4453175663948059) (372,0.4442639946937561)
5804: (318,0.4970947206020355) (920,0.47061923146247864) (2858,0.4384225308895111) (2687,0.4108816981315613) (356,0.3807412385940552) (150,0.3803997337818146) (527,0.37736183404922485) (527,0.37736183404922485) (2804,0.3679410517215729) (2804,0.3679410517215729) (2762,0.36540037393569946) (1097,0.3590088486671448) (1097,0.3590088486671448) (858,0.3458675444126129) (615,0.34245896339416504) (3543,0.3353530466556549) (1259,0.3323051333427429) (3155,0.33059075474739075) (3952,0.32953768968582153) (969,0.32386109232902527)
5805: (915,0.6102374792098999) (1125,0.6102131605148315) (2687,0.5925505757331848) (2110,0.5498820543289185) (1238,0.5492385029792786) (2132,0.5406495928764343) (921,0.5313718914985657) (2870,0.5233826041221619) (492,0.5038198828697205) (948,0.48704105615615845) (1186,0.48702749609947205) (1963,0.47442150115966797) (1931,0.45160776376724243) (1925,0.445267915725708) (2065,0.44454923272132874) (1131,0.44140908122062683) (3546,0.4386454224586487) (1949,0.4373464286327362) (261,0.42795026302337646) (2124,0.42775291204452515)
5806: (272,0.8021035194396973) (2283,0.7400343418121338) (1305,0.7236512899398804) (2132,0.7225765585899353)* (1038,0.7203328013420105) (1132,0.7185561060905457) (373,0.7144739627838135) (1423,0.7062008380889893) (1643,0.7027164697647095) (2729,0.6840586066246033) (1058,0.6789295673370361) (971,0.6778836250305176) (1743,0.6777397990226746) (1189,0.676528811454773) (53,0.6763944029808044) (3011,0.6751011610031128) (3223,0.6698289513587952) (3281,0.6645366549491882) (1117,0.6635955572128296) (2285,0.663360059261322)
5807: (1057,0.7038416266441345) (492,0.6393782496452332) (45,0.6340299844741821) (1476,0.6328124403953552) (2858,0.6172767281532288) (373,0.6019516587257385) (319,0.5819683074951172) (764,0.5577986836433411) (1563,0.5527970790863037) (1633,0.5505196452140808) (851,0.5456583499908447) (272,0.5400589108467102) (1759,0.5346631407737732) (527,0.5346254110336304)* (527,0.5346254110336304)* (994,0.5245484113693237) (1120,0.5182749032974243) (2165,0.517357349395752) (372,0.5147190690040588) (538,0.5102282762527466)
5808: (2132,0.7487123012542725) (492,0.6571546792984009) (921,0.6208776235580444) (1132,0.5831549763679504) (1186,0.5819305777549744) (915,0.5783814191818237) (1057,0.5704604387283325) (1131,0.5471426844596863) (1643,0.5376890301704407) (1125,0.5078911781311035) (1238,0.49371612071990967) (994,0.4934443533420563) (1633,0.4926067292690277) (1217,0.4889228641986847) (2858,0.48797541856765747) (261,0.4851590692996979) (272,0.48468297719955444) (2687,0.4810323715209961) (1184,0.46866482496261597) (1242,0.4604986310005188)*
5809: (1125,0.7640166878700256) (2110,0.7427973747253418) (492,0.7245177030563354) (921,0.6537882685661316) (2687,0.6287761926651001) (1057,0.6216145753860474) (915,0.6075006127357483) (2132,0.588612973690033) (373,0.582455039024353) (45,0.5605922937393188) (2124,0.560559868812561) (2065,0.5445801615715027) (2870,0.5415952205657959) (2747,0.5245869159698486) (1184,0.5133334398269653) (1217,0.5119178295135498) (272,0.503185510635376) (1096,0.48858651518821716) (3706,0.4837508201599121) (1189,0.477924108505249)
